CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1196,104460018202600014,202600014,2025-05-05,929,18,1,3,2,8,1,,2025-05-01T15:19:31,2025-05-01T18:46:31,2025-05-04T14:19:31,12.910882,74.806751,"The complainant Dayita Srinivas reported that on 2025-05-01 at about 15:19 hours, Darpan Purohit and Aarnav Narayanan committed an offence of motor vehicle theft involving Dayita Srinivas within the limits of Dakshina City PS, Dakshina Kannada. A duplicate key cut during an earlier recce was used to enter the unoccupied premises. A case has been registered under Section 379 IPC, Section 381 IPC and investigation is in progress at Dakshina City PS."
1197,104490040202600019,202600019,2025-11-19,591,40,1,2,2,12,1,,2025-11-17T18:27:06,2025-11-17T19:08:06,2025-11-19T06:27:06,15.263033,75.180232,"The complainant Aryan Trivedi reported that on 2025-11-17 at about 18:27 hours, Ekansh Bera and Jack Date committed an offence of extortion involving Aryan Trivedi within the limits of Hubballi-Dharwad North PS, Hubballi-Dharwad. A case has been registered under Section 384 IPC and investigation is in progress at Hubballi-Dharwad North PS."
1198,104500043202600008,202600008,2026-04-20,567,43,1,3,2,7,1,,2026-04-18T05:24:39,2026-04-18T06:53:39,2026-04-18T19:24:39,15.048759,76.982426,"The complainant Omkaar Vohra reported that on 2026-04-18 at about 05:24 hours, Jai Yohannan committed an offence of theft involving Kai Lal within the limits of Ballari City PS, Ballari. A case has been registered under Section 379 IPC and investigation is in progress at Ballari City PS."
1199,104470030202600011,202600011,2025-02-19,601,30,1,3,3,15,5,14,2025-02-17T18:57:41,2025-02-17T22:23:41,2025-02-17T21:57:41,15.798607,74.464746,"The complainant Tanay Swaminathan reported that on 2025-02-17 at about 18:57 hours, Ekansh Gokhale committed an offence of cruelty by husband involving Ekaraj Kannan within the limits of Belagavi South PS, Belagavi. A case has been registered under Section 498A IPC and investigation is in progress at Belagavi South PS."
1200,104520059202600009,202600009,2025-10-25,817,59,1,3,3,15,2,29,2025-10-21T02:22:15,2025-10-21T05:01:15,2025-10-23T17:22:15,14.028707,75.581255,"The complainant Udyati Buch reported that on 2025-10-21 at about 02:22 hours, Ethan Sathe and Zehaan Raghavan committed an offence of cruelty by husband involving Udyati Buch within the limits of Shivamogga North PS, Shivamogga. A case has been registered under Section 498A IPC and investigation is in progress at Shivamogga North PS."
1201,104430003202600010,202600010,2025-07-01,810,3,1,3,4,20,1,,2025-06-28T04:14:10,2025-06-28T04:44:10,2025-06-30T20:14:10,13.104271,77.496432,"The complainant Aashi Bala reported that on 2025-06-28 at about 04:14 hours, Victor Gala and Om Balan committed an offence of criminal breach of trust involving Amruta Chacko within the limits of Bengaluru North PS, Bengaluru Urban. A case has been registered under Section 406 IPC and investigation is in progress at Bengaluru North PS."
1202,404540078202600003,202600003,2025-03-29,747,78,3,3,3,15,5,34,2025-03-25T22:06:49,2025-03-26T00:51:49,2025-03-28T16:06:49,14.410317,75.853706,"The complainant Gayathri Bumb reported that on 2025-03-25 at about 22:06 hours, Maanav Mitra and Farhan Walla committed an offence of cruelty by husband involving Ikshita Srivastava within the limits of Davanagere Town PS, Davanagere. The accused intercepted goods vehicles on the highway posing as RTO officials. A case has been registered under Section 498A IPC and investigation is in progress at Davanagere Town PS."
1203,304430007202600001,202600001,2025-08-17,464,7,2,1,3,14,3,,2025-08-16T01:48:57,2025-08-16T02:47:57,2025-08-16T08:48:57,12.8413,77.597095,"The complainant Qushi Munshi reported that on 2025-08-16 at about 01:48 hours, Ayush Bal committed an offence of dowry death involving Deepa Thaman within the limits of Bengaluru Central PS, Bengaluru Urban. A case has been registered under Section 304B IPC and investigation is in progress at Bengaluru Central PS."
1204,804500043202600001,202600001,2026-05-29,658,43,4,2,5,25,2,23,2026-05-26T18:02:11,2026-05-26T20:45:11,2026-05-28T02:02:11,15.144713,76.89476,"The complainant Mugdha Lal reported that on 2026-05-26 at about 18:02 hours, Indali Bandi, Jagdish Acharya and Frado Banik committed an offence of arms act involving Chaman Divan within the limits of Ballari City PS, Ballari. A duplicate key cut during an earlier recce was used to enter the unoccupied premises. A case has been registered under Section 25 ARMS and investigation is in progress at Ballari City PS."
1205,104500043202600009,202600009,2026-04-13,460,43,1,3,2,9,3,,2026-04-11T09:30:15,2026-04-11T10:47:15,2026-04-13T09:30:15,15.180932,76.875177,"The complainant Mitali Swaminathan reported that on 2026-04-11 at about 09:30 hours, Chakradhar Rastogi and Karan Kothari committed an offence of burglary involving Mitali Swaminathan within the limits of Ballari City PS, Ballari. Power to the premises was cut before entry through the terrace door. A case has been registered under Section 457 IPC, Section 380 IPC and investigation is in progress at Ballari City PS."
1206,104450016202600018,202600018,2025-05-05,1160,16,1,3,5,23,3,,2025-05-04T22:20:50,2025-05-05T00:18:50,2025-05-05T01:20:50,12.207561,76.663642,"The complainant Zehaan Saran reported that on 2025-05-04 at about 22:20 hours, Faqid Gill, Zashil Basak and Sachi Singh committed an offence of excise involving Agastya Basu within the limits of Mysuru North PS, Mysuru. A case has been registered under Section 32 KE and investigation is in progress at Mysuru North PS."
1207,104470030202600012,202600012,2026-05-12,81,30,1,2,1,4,2,15,2026-05-08T19:37:09,2026-05-08T21:36:09,2026-05-11T14:37:09,15.720291,74.596649,"The complainant Aarav Lal reported that on 2026-05-08 at about 19:37 hours, Dev Deep committed an offence of grievous hurt involving Saanvi Pai within the limits of Belagavi South PS, Belagavi. A case has been registered under Section 325 IPC and investigation is in progress at Belagavi South PS."
1208,104550084202600011,202600011,2025-09-22,302,84,1,1,2,10,1,,2025-09-20T08:37:04,2025-09-20T09:38:04,2025-09-21T00:37:04,13.298855,74.666854,"The complainant Falan Luthra reported that on 2025-09-20 at about 08:37 hours, Chanchal Pathak, Falan Ravel and Darsh Keer committed an offence of robbery involving Naveen Pingle within the limits of Udupi West PS, Udupi. A case has been registered under Section 392 IPC and investigation is in progress at Udupi West PS."
1209,104430009202600006,202600006,2025-08-18,193,9,1,3,5,22,3,,2025-08-15T23:24:24,2025-08-16T01:13:24,2025-08-17T05:24:24,12.995409,77.511921,"The complainant Wahab Bera reported that on 2025-08-15 at about 23:24 hours, Raghav Barman committed an offence of ndps involving Ishita Khosla within the limits of Bengaluru Town PS, Bengaluru Urban. A case has been registered under Section 20 NDPS and investigation is in progress at Bengaluru Town PS."
1210,104560089202600010,202600010,2025-06-16,417,89,1,3,2,8,1,,2025-06-12T18:05:48,2025-06-12T20:07:48,2025-06-15T10:05:48,12.89536,76.104262,"The complainant George Dass reported that on 2025-06-12 at about 18:05 hours, Victor Pant committed an offence of motor vehicle theft involving Bhavani Loyal within the limits of Hassan North PS, Hassan. A case has been registered under Section 379 IPC, Section 381 IPC and investigation is in progress at Hassan North PS."
1211,104550082202600010,202600010,2025-02-20,639,82,1,3,2,7,1,,2025-02-18T05:11:20,2025-02-18T05:17:20,2025-02-18T13:11:20,13.319137,74.700008,"The complainant Vritti Tara reported that on 2025-02-18 at about 05:11 hours, Darsh Ramanathan, Zarna Dash and Leena Kuruvilla committed an offence of theft involving Vritti Tara within the limits of Udupi South PS, Udupi. A case has been registered under Section 379 IPC and investigation is in progress at Udupi South PS."
1212,104510053202600019,202600019,2026-04-07,1025,53,1,3,5,24,1,,2026-04-06T18:47:16,2026-04-06T19:06:16,2026-04-07T11:47:16,16.635519,75.803001,"The complainant Keya Dubey reported that on 2026-04-06 at about 18:47 hours, Gunbir Radhakrishnan and Azad Ratta committed an offence of gambling involving Keya Dubey within the limits of Vijayapura West PS, Vijayapura. A case has been registered under Section 87 KP and investigation is in progress at Vijayapura West PS."
1213,104460023202600006,202600006,2025-08-13,89,23,1,3,5,24,1,,2025-08-11T22:50:35,2025-08-11T23:57:35,2025-08-12T13:50:35,12.861801,74.896301,"The complainant Tanvi Mishra reported that on 2025-08-11 at about 22:50 hours, Ekavir Ratta and Frederick Vig committed an offence of gambling involving Advaith Kibe within the limits of Dakshina West PS, Dakshina Kannada. A case has been registered under Section 87 KP and investigation is in progress at Dakshina West PS."
1214,104470032202600009,202600009,2025-06-13,187,32,1,2,1,5,2,15,2025-06-10T20:07:09,2025-06-10T23:59:09,2025-06-12T10:07:09,15.796529,74.509064,"The complainant Hredhaan Chawla reported that on 2025-06-10 at about 20:07 hours, Rishi Seshadri, Robert Dani and Tarak Mutti committed an offence of hurt involving Hredhaan Chawla within the limits of Belagavi West PS, Belagavi. Chloroform-soaked cloth was used to subdue the inmates before the house was ransacked. A case has been registered under Section 323 IPC and investigation is in progress at Belagavi West PS."
1215,404540073202600001,202600001,2026-02-20,973,73,3,3,2,7,1,,2026-02-17T21:22:40,2026-02-17T22:05:40,2026-02-19T01:22:40,14.545139,75.960786,"The complainant Anusha Ramakrishnan reported that on 2026-02-17 at about 21:22 hours, Jeremiah Butala committed an offence of theft involving Robert Dugar within the limits of Davanagere South PS, Davanagere. A case has been registered under Section 379 IPC and investigation is in progress at Davanagere South PS."
1216,104510048202600012,202600012,2025-01-16,956,48,1,3,2,7,2,26,2025-01-13T00:28:36,2025-01-13T03:32:36,2025-01-14T17:28:36,16.861646,75.776139,"The complainant Qarin Oak reported that on 2025-01-13 at about 00:28 hours, Girik Rau committed an offence of theft involving Nandini Handa within the limits of Vijayapura City PS, Vijayapura. A case has been registered under Section 379 IPC and investigation is in progress at Vijayapura City PS."
1217,104460018202600015,202600015,2026-05-30,168,18,1,2,1,5,2,11,2026-05-27T17:00:13,2026-05-27T19:49:13,2026-05-29T21:00:13,13.039746,74.876207,"The complainant Nikita Sabharwal reported that on 2026-05-27 at about 17:00 hours, Brijesh Singhal committed an offence of hurt involving Mohini Varghese within the limits of Dakshina City PS, Dakshina Kannada. A case has been registered under Section 323 IPC and investigation is in progress at Dakshina City PS."
1218,104530063202600007,202600007,2025-07-14,157,63,1,3,5,22,1,,2025-07-13T07:59:34,2025-07-13T11:12:34,2025-07-13T13:59:34,13.229928,77.310235,"The complainant Lakshit Narula reported that on 2025-07-13 at about 07:59 hours, Isaiah Chopra and Jai Tella committed an offence of ndps involving Lakshit Narula within the limits of Tumakuru North PS, Tumakuru. A case has been registered under Section 20 NDPS and investigation is in progress at Tumakuru North PS."
1219,104480033202600009,202600009,2025-04-21,748,33,1,3,2,12,2,17,2025-04-17T13:21:03,2025-04-17T14:39:03,2025-04-20T09:21:03,17.25948,76.831813,"The complainant Viraj Bhatia reported that on 2025-04-17 at about 13:21 hours, Patrick Rana, Bhavya Chana, Isaiah Hayer, Saksham Agrawal, Caleb Majumdar and Irya Vasa committed an offence of extortion involving Viraj Bhatia within the limits of Kalaburagi City PS, Kalaburagi. Victims were flagged down near ATM kiosks with a currency-exchange ruse before the snatch. A case has been registered under Section 384 IPC and investigation is in progress at Kalaburagi City PS."
1220,104440011202600012,202600012,2025-11-26,838,11,1,1,1,3,5,5,2025-11-26T04:30:29,2025-11-26T04:40:29,2025-11-26T11:30:29,13.333847,77.652595,"The complainant Madhav Khare reported that on 2025-11-26 at about 04:30 hours, Anirudh Mann and Aryan Warrior committed an offence of culpable homicide involving Janaki Joshi within the limits of Bengaluru Rural PS, Bengaluru Rural. A case has been registered under Section 304 IPC and investigation is in progress at Bengaluru Rural PS."
1221,104510052202600014,202600014,2025-11-15,311,52,1,3,5,25,2,27,2025-11-13T06:55:10,2025-11-13T10:31:10,2025-11-14T13:55:10,16.702616,75.6933,"The complainant Nisha Das reported that on 2025-11-13 at about 06:55 hours, Gunbir Vora committed an offence of arms act involving Indrajit Dhaliwal within the limits of Vijayapura East PS, Vijayapura. A case has been registered under Section 25 ARMS and investigation is in progress at Vijayapura East PS."
1222,104530069202600010,202600010,2025-02-13,128,69,1,2,5,24,1,,2025-02-10T05:47:26,2025-02-10T09:01:26,2025-02-12T09:47:26,13.307637,76.971033,"The complainant Ira Tailor reported that on 2025-02-10 at about 05:47 hours, Viraj Dasgupta and Ira Khosla committed an offence of gambling involving Ira Tailor within the limits of Tumakuru Town PS, Tumakuru. A case has been registered under Section 87 KP and investigation is in progress at Tumakuru Town PS."
1223,104440011202600013,202600013,2026-01-15,812,11,1,2,5,22,4,,2026-01-13T10:37:57,2026-01-13T10:42:57,2026-01-14T07:37:57,13.154041,77.604851,"The complainant Jeevika Baral reported that on 2026-01-13 at about 10:37 hours, Ekalinga Ravel committed an offence of ndps involving Anika Bose within the limits of Bengaluru Rural PS, Bengaluru Rural. A case has been registered under Section 20 NDPS and investigation is in progress at Bengaluru Rural PS."
1224,104540070202600012,202600012,2026-01-21,1082,70,1,1,1,6,5,34,2026-01-20T03:31:47,2026-01-20T06:26:47,2026-01-21T21:31:47,14.647636,75.833669,"The complainant Robert Chandran reported that on 2026-01-20 at about 03:31 hours, Zayyan Taneja committed an offence of kidnapping involving Zashil Ray within the limits of Davanagere City PS, Davanagere. A case has been registered under Section 363 IPC, Section 365 IPC and investigation is in progress at Davanagere City PS."
1225,104540074202600009,202600009,2025-07-17,690,74,1,1,3,14,1,,2025-07-14T14:43:55,2025-07-14T17:10:55,2025-07-15T15:43:55,14.489624,75.860601,"The complainant Eesha Viswanathan reported that on 2025-07-14 at about 14:43 hours, Amara Balan and Oliver Sachdeva committed an offence of dowry death involving Eesha Viswanathan within the limits of Davanagere East PS, Davanagere. A case has been registered under Section 304B IPC and investigation is in progress at Davanagere East PS."
